客户ID,网龄(月),月费,总费用,是否有电话服务,是否有网络服务,是否有在线安全服务,是否有技术支持,是否有流媒体电视,合同类型,是否无纸化账单,支付方式,是否流失
CU0756,39,23.791170610770077,927.855653820033,1,0,1,1,0,两年付,1,电子支票,0
CU0757,61,86.56522554020866,5280.478757952728,1,0,1,0,1,月付,0,信用卡,1
CU0758,43,103.12491873810049,4434.3715057383215,1,0,0,1,0,年付,0,电子支票,0
CU0759,66,87.0373519353034,5744.465227730025,1,0,0,0,1,月付,1,电子支票,0
CU0760,68,45.87169306552654,3119.275128455805,0,1,1,1,1,两年付,0,电子支票,0
CU0761,14,47.17280667206765,660.4192934089472,0,0,1,1,1,月付,1,电子支票,0
CU0762,71,80.57456051560115,5720.7937966076815,1,0,0,1,0,年付,0,邮寄支票,0
CU0763,19,59.74610958180153,1135.176082054229,1,0,1,0,0,两年付,0,电子支票,0
CU0764,59,106.61963037828178,6290.5581923186255,1,0,0,0,1,月付,0,电子支票,1
CU0765,56,68.32711521319919,3826.318451939155,1,1,1,0,0,两年付,0,邮寄支票,0
CU0766,52,83.33601896169222,4333.472986007995,0,0,0,0,0,月付,0,银行转账,0
CU0767,1,79.35467185689956,79.35467185689956,1,0,0,0,0,年付,1,信用卡,1
CU0768,48,70.42664226000355,3380.4788284801703,0,0,0,0,0,两年付,1,邮寄支票,0
CU0769,48,53.00269659470305,2544.1294365457466,0,0,0,0,0,年付,0,电子支票,0
CU0770,49,99.18399679767475,4860.015843086063,1,0,1,0,0,两年付,0,信用卡,0
CU0771,63,91.69342816123857,5776.68597415803,1,1,1,0,1,年付,0,信用卡,0
CU0772,63,29.130202984222958,1835.2027880060464,1,1,0,0,0,两年付,0,邮寄支票,1
CU0773,9,64.73762391113364,582.6386152002027,0,1,0,0,0,年付,1,电子支票,0
CU0774,27,111.70845634689215,3016.128321366088,0,0,0,1,0,年付,1,电子支票,0
CU0775,37,33.42002559528682,1236.5409470256125,0,1,0,1,1,月付,1,信用卡,0
CU0776,31,35.77853801952994,1109.1346786054282,1,0,0,0,0,年付,0,银行转账,0
CU0777,68,67.8444991062988,4613.425939228318,1,0,0,1,1,月付,1,邮寄支票,1
CU0778,55,72.99785009895794,4014.881755442687,1,1,0,0,0,月付,0,邮寄支票,1
CU0779,8,44.483739200160144,355.86991360128116,0,0,1,1,1,两年付,0,信用卡,0
CU0780,30,104.67508841672283,3140.2526525016847,0,1,1,0,0,年付,1,电子支票,0
CU0781,14,88.46675038824527,1238.5345054354339,1,0,1,1,0,月付,0,电子支票,0
CU0782,11,119.77350039367975,1317.5085043304773,1,1,0,0,0,两年付,1,银行转账,0
CU0783,41,50.967436530118505,2089.6648977348586,1,0,1,1,0,两年付,1,电子支票,0
CU0784,44,118.80960973334308,5227.622828267095,1,0,1,0,0,年付,0,邮寄支票,1
CU0785,15,38.97681462107644,584.6522193161467,1,1,1,1,1,月付,0,电子支票,0
CU0786,66,67.64584432247946,4464.625725283645,0,1,1,1,0,月付,0,邮寄支票,0
CU0787,69,93.97211068723614,6484.075637419293,0,0,0,1,1,月付,1,银行转账,0
CU0788,22,63.757265636797804,1402.6598440095518,1,1,1,0,1,月付,1,电子支票,0
CU0789,61,100.92977483749159,6156.716265086987,1,1,0,1,0,月付,1,电子支票,1
CU0790,11,76.34652054895128,839.811726038464,1,1,0,1,0,月付,0,信用卡,0
CU0791,25,24.135698662834653,603.3924665708663,0,0,1,1,0,年付,0,信用卡,0
CU0792,44,115.02683184724506,5061.180601278783,0,1,1,1,1,月付,1,信用卡,1
CU0793,53,97.07226381207848,5144.829982040159,0,0,0,0,0,月付,0,电子支票,1
CU0794,22,69.53834513768587,1529.843593029089,0,1,0,0,1,月付,0,邮寄支票,0
CU0795,31,78.2317655156038,2425.1847309837176,0,0,1,0,1,月付,0,邮寄支票,1
CU0796,31,58.019256549525196,1798.596953035281,1,0,0,0,1,月付,1,信用卡,0
CU0797,32,112.17580702380432,3589.6258247617384,0,0,1,0,0,年付,1,信用卡,1
CU0798,39,106.17789374032573,4140.937855872703,0,0,1,1,0,月付,0,银行转账,0
CU0799,68,26.598931629774818,1808.7273508246876,0,1,0,1,1,年付,0,邮寄支票,0
CU0800,37,94.29905895772556,3489.0651814358457,0,1,1,0,1,月付,1,电子支票,0
CU0801,9,43.725079893524665,393.52571904172197,0,1,0,1,0,两年付,0,银行转账,0
CU0802,8,50.3548997177799,402.8391977422392,0,1,0,0,1,年付,0,银行转账,0
CU0803,63,72.98052684696876,4597.773191359031,0,1,0,1,0,月付,1,电子支票,1
CU0804,56,70.18330762064822,3930.2652267563003,0,1,0,1,0,月付,1,电子支票,0
CU0805,8,79.6116557121066,636.8932456968528,0,0,0,0,0,月付,1,银行转账,0
CU0806,71,114.86803423000222,8155.630430330158,0,0,1,0,0,月付,0,信用卡,0
CU0807,36,98.52341183960084,3546.8428262256302,1,1,0,1,0,年付,0,电子支票,0
CU0808,50,94.0560178414482,4702.80089207241,1,0,0,1,1,月付,0,信用卡,0
CU0809,34,84.40978020931553,2869.932527116728,1,1,1,0,0,两年付,0,电子支票,0
CU0810,23,40.98001362491689,942.5403133730886,1,1,1,0,1,两年付,1,邮寄支票,0
CU0811,9,32.34090115626901,291.0681104064211,1,0,1,1,0,月付,0,信用卡,0
CU0812,40,108.88844094795446,4355.537637918179,1,0,0,0,0,月付,1,电子支票,0
CU0813,68,54.15808247729997,3682.749608456398,0,0,1,0,1,年付,1,银行转账,0
CU0814,1,76.6507458518515,76.6507458518515,1,0,0,0,1,月付,0,信用卡,0
CU0815,69,87.95955089566378,6069.209011800801,0,0,0,0,1,两年付,0,电子支票,0
CU0816,61,116.87503323233909,7129.377027172684,0,1,0,1,1,年付,0,邮寄支票,1
CU0817,63,76.97803158989669,4849.615990163491,0,0,1,1,1,年付,1,银行转账,1
CU0818,52,81.33004892303015,4229.162543997568,0,0,0,1,1,年付,0,信用卡,0
CU0819,64,46.7464497974482,2991.772787036685,0,1,0,0,0,两年付,0,电子支票,0
CU0820,50,105.59017797182653,5279.508898591327,1,0,0,0,0,两年付,0,信用卡,1
CU0821,64,68.31057780900201,4371.876979776129,0,0,1,0,0,两年付,0,邮寄支票,0
CU0822,60,83.33644770638891,5000.186862383334,1,0,0,1,0,月付,0,电子支票,1
CU0823,54,34.225175758308254,1848.1594909486457,1,0,0,0,1,月付,1,银行转账,0
CU0824,68,84.50439121281714,5746.298602471566,0,1,1,0,1,两年付,1,信用卡,1
CU0825,42,83.22505400837093,3495.4522683515793,1,0,0,1,0,月付,0,银行转账,0
CU0826,41,111.98609105725143,4591.429733347309,1,0,1,1,1,两年付,0,邮寄支票,0
CU0827,40,98.07926748775292,3923.1706995101167,1,1,0,1,1,两年付,0,银行转账,0
CU0828,49,63.10731288039279,3092.258331139247,0,1,0,1,1,年付,1,电子支票,0
CU0829,31,26.668423888700925,826.7211405497287,0,1,0,0,0,月付,0,邮寄支票,0
CU0830,1,84.14222867221511,84.14222867221511,0,1,0,0,1,月付,0,银行转账,0
CU0831,57,89.22240122240785,5085.676869677248,1,1,0,0,0,年付,0,银行转账,0
CU0832,13,50.881530771493104,661.4599000294104,1,0,0,0,1,年付,0,银行转账,0
CU0833,10,55.9819762216081,559.819762216081,0,0,1,0,1,月付,1,邮寄支票,0
CU0834,59,26.29599989175258,1551.4639936134022,0,0,1,0,0,月付,0,邮寄支票,0
CU0835,60,72.8593790161901,4371.562740971406,1,1,1,0,1,年付,1,电子支票,0
CU0836,10,93.01566455882009,930.156645588201,0,0,0,0,1,两年付,0,银行转账,0
CU0837,6,89.03971687588027,534.2383012552816,1,0,1,1,1,两年付,1,银行转账,1
CU0838,43,29.725016356134986,1278.1757033138044,1,0,1,1,0,两年付,1,信用卡,0
CU0839,36,119.31444359189572,4295.319969308246,1,1,0,1,1,两年付,0,电子支票,0
CU0840,15,50.9180467128394,763.7707006925909,0,1,0,0,1,月付,1,信用卡,0
CU0841,3,73.82709074476833,221.48127223430498,1,1,1,0,0,年付,0,信用卡,0
CU0842,47,119.15145617345011,5600.118440152155,1,0,0,0,1,月付,0,银行转账,0
CU0843,36,40.90863563365947,1472.710882811741,0,1,1,0,1,两年付,1,邮寄支票,0
CU0844,4,21.72511198973534,86.90044795894136,0,0,1,0,0,月付,1,信用卡,0
CU0845,29,50.41690371758682,1462.0902078100178,1,0,0,0,1,两年付,1,信用卡,0
CU0846,29,71.79922777019686,2082.177605335709,1,1,1,1,0,两年付,0,邮寄支票,0
CU0847,38,109.57108315355276,4163.7011598350055,0,1,1,0,1,月付,1,银行转账,0
CU0848,65,35.61810857979808,2315.1770576868753,1,0,0,0,1,年付,0,邮寄支票,0
CU0849,52,112.02058904056788,5825.07063010953,1,1,0,0,1,年付,0,信用卡,0
CU0850,26,104.89466887653998,2727.2613907900395,0,0,0,1,0,月付,0,邮寄支票,1
CU0851,49,89.66039947741098,4393.359574393138,0,1,1,1,1,月付,1,电子支票,0
CU0852,13,68.10786770804651,885.4022802046047,0,1,0,1,1,年付,0,银行转账,1
CU0853,5,34.42491625720942,172.1245812860471,0,1,0,1,0,月付,0,银行转账,0
CU0854,67,51.05999517801277,3421.0196769268555,0,0,0,1,0,两年付,0,电子支票,0
CU0855,6,97.23792179570059,583.4275307742035,0,0,1,0,0,月付,0,邮寄支票,0
CU0856,55,59.297535378346225,3261.3644458090425,1,0,0,0,0,两年付,0,电子支票,0
CU0857,37,65.95569819018955,2440.3608330370134,0,0,0,0,1,两年付,1,银行转账,0
CU0858,37,98.57854076969261,3647.4060084786265,1,1,1,1,0,年付,1,信用卡,1
CU0859,62,114.00590982093615,7068.366408898041,1,0,0,1,0,年付,1,电子支票,1
CU0860,6,119.6322149772201,717.7932898633206,1,0,1,1,0,月付,1,银行转账,1
CU0861,11,112.72983142011874,1240.028145621306,1,1,0,1,0,两年付,0,邮寄支票,0
CU0862,24,78.27205568248672,1878.5293363796814,0,1,0,0,0,两年付,0,信用卡,0
CU0863,8,89.52220205211542,716.1776164169233,0,0,1,0,1,年付,0,电子支票,0
CU0864,52,117.26208084403348,6097.628203889741,0,1,0,1,0,年付,1,信用卡,1
CU0865,60,91.11465288410412,5466.879173046247,1,1,0,0,1,月付,0,邮寄支票,0
CU0866,50,34.22699439180673,1711.3497195903365,1,1,0,0,1,年付,0,信用卡,0
CU0867,65,60.83700752415138,3954.40548906984,0,1,0,1,1,月付,1,银行转账,1
CU0868,19,45.62719755204995,866.9167534889491,1,0,0,1,0,两年付,1,银行转账,0
CU0869,9,40.980781879656675,368.82703691691006,0,1,1,0,0,月付,1,银行转账,0
CU0870,50,54.80691823816645,2740.3459119083227,0,1,1,0,1,年付,0,银行转账,0
CU0871,23,28.096946969920293,646.2297803081667,0,1,1,1,1,年付,0,信用卡,0
CU0872,59,106.56751535975265,6287.483406225406,0,0,1,0,0,年付,1,信用卡,0
CU0873,37,112.45939861120591,4160.997748614619,0,1,0,1,0,年付,0,邮寄支票,0
CU0874,38,109.92391381016677,4177.108724786337,1,0,0,0,1,月付,0,银行转账,0
CU0875,37,33.727085185498254,1247.9021518634354,1,1,1,0,0,两年付,0,信用卡,0
CU0876,34,93.4691059548351,3177.9496024643936,1,0,0,0,0,两年付,0,电子支票,0
CU0877,58,81.4932107147479,4726.6062214553785,1,0,0,0,0,两年付,0,邮寄支票,1
CU0878,31,110.72611791689853,3432.5096554238544,0,0,0,0,1,年付,0,信用卡,0
CU0879,5,78.65229005759468,393.2614502879734,1,0,1,1,0,两年付,1,信用卡,0
CU0880,47,84.69316549000857,3980.5787780304026,1,0,0,1,0,年付,0,邮寄支票,1
CU0881,53,57.52418410283072,3048.781757450028,1,0,0,0,0,月付,0,信用卡,0
CU0882,47,115.63894229425787,5435.03028783012,1,1,1,1,1,两年付,0,信用卡,0
CU0883,33,93.0343644039153,3070.134025329205,0,0,0,1,0,两年付,0,信用卡,0
CU0884,40,46.99562227421806,1879.8248909687222,1,1,0,0,1,月付,0,信用卡,0
CU0885,42,30.13042818173564,1265.477983632897,0,1,1,1,1,月付,1,电子支票,1
CU0886,44,91.15551776794435,4010.8427817895513,1,1,1,0,0,月付,0,银行转账,1
CU0887,47,108.99072044895671,5122.563861100965,1,1,0,0,1,月付,0,信用卡,1
CU0888,61,57.92024583322657,3533.134995826821,0,0,1,0,1,年付,0,银行转账,0
CU0889,17,74.74098271058402,1270.5967060799283,1,1,1,0,0,年付,0,银行转账,0
CU0890,39,20.46807586855052,798.2549588734703,0,0,1,1,1,两年付,0,电子支票,0
CU0891,66,86.9828871557815,5740.870552281579,1,0,0,0,1,两年付,0,银行转账,0
CU0892,64,20.731755937984822,1326.8323800310286,1,0,1,0,0,年付,1,银行转账,0
CU0893,70,29.84740749911175,2089.3185249378225,0,0,1,0,0,两年付,0,电子支票,0
CU0894,51,56.76882929948928,2895.2102942739534,0,0,1,1,0,月付,0,信用卡,0
CU0895,38,98.61976554904399,3747.5510908636716,0,1,1,1,0,年付,0,邮寄支票,0
CU0896,23,110.79093321683294,2548.1914639871575,1,0,1,0,0,两年付,0,邮寄支票,1
CU0897,40,64.55254481186114,2582.1017924744456,0,1,0,1,1,年付,1,银行转账,0
CU0898,16,93.64936902185107,1498.3899043496172,0,0,1,0,0,月付,1,电子支票,0
CU0899,22,88.76119031871943,1952.7461870118275,0,0,1,1,1,年付,1,银行转账,0
CU0900,17,58.74308993288126,998.6325288589815,1,1,0,0,0,年付,1,银行转账,0
CU0901,65,38.79288138698128,2521.537290153783,1,0,1,1,1,年付,1,信用卡,0
CU0902,27,112.94900424750449,3049.6231146826212,1,1,0,0,1,两年付,0,电子支票,0
CU0903,41,20.602648217106573,844.7085769013695,1,1,1,1,1,月付,1,信用卡,0
CU0904,60,37.515322401525,2250.9193440914996,1,0,1,0,1,月付,0,邮寄支票,0
CU0905,59,42.12254479525928,2485.2301429202976,0,0,0,0,1,两年付,0,银行转账,0
CU0906,60,60.43332194546684,3625.9993167280104,1,1,1,0,0,月付,1,银行转账,1
CU0907,44,58.2782381908489,2564.2424803973518,0,1,1,0,0,年付,0,邮寄支票,0
CU0908,37,113.76431960356015,4209.279825331726,0,0,0,0,1,月付,1,信用卡,0
CU0909,62,115.58049808143181,7165.990881048772,1,0,1,0,1,年付,1,银行转账,0
CU0910,42,114.87463095812798,4824.734500241375,1,1,1,0,1,月付,0,信用卡,0
CU0911,43,106.29192496335727,4570.552773424362,1,0,1,0,0,两年付,0,邮寄支票,0
CU0912,47,114.18390695268955,5366.643626776409,1,1,0,0,0,月付,0,信用卡,0
CU0913,52,119.76288441376624,6227.6699895158445,1,0,1,0,1,两年付,1,邮寄支票,0
CU0914,36,57.54976835252014,2071.791660690725,1,0,1,1,0,月付,1,银行转账,0
CU0915,55,116.61152937026164,6413.63411536439,1,1,0,0,0,年付,0,电子支票,0
CU0916,43,26.33587529507991,1132.442637688436,0,1,0,1,1,年付,0,银行转账,1
CU0917,31,40.2248114576384,1246.9691551867904,0,1,0,0,0,月付,0,信用卡,1
CU0918,64,70.88299354330272,4536.511586771374,1,1,0,0,0,两年付,1,银行转账,0
CU0919,71,93.89238197424778,6666.359120171593,0,1,1,0,0,两年付,1,银行转账,0
CU0920,68,43.142426728451824,2933.685017534724,1,1,0,0,0,年付,0,电子支票,1
CU0921,45,113.41349702495016,5103.607366122757,0,0,0,1,1,两年付,1,邮寄支票,0
CU0922,22,47.73713291009096,1050.2169240220012,0,0,0,1,1,年付,1,邮寄支票,1
CU0923,14,41.87471933243444,586.2460706540821,0,1,0,1,0,月付,1,信用卡,0
CU0924,67,86.91096042578086,5823.034348527317,1,1,1,1,1,月付,1,邮寄支票,0
CU0925,29,31.08205636248765,901.3796345121418,0,1,1,1,1,两年付,1,邮寄支票,0
CU0926,52,112.26276614594204,5837.663839588986,1,1,0,1,1,两年付,0,邮寄支票,0
CU0927,8,40.602660676637626,324.821285413101,1,1,1,1,0,两年付,1,邮寄支票,0
CU0928,21,38.085187688476154,799.7889414579993,0,0,1,0,1,年付,0,银行转账,0
CU0929,53,51.43836912654132,2726.23356370669,1,1,0,0,1,年付,0,信用卡,0
CU0930,7,27.90436219246994,195.33053534728958,0,0,1,0,1,月付,1,银行转账,0
CU0931,47,103.24225201476851,4852.38584469412,0,1,0,1,1,年付,0,电子支票,0
CU0932,70,23.034700025206305,1612.4290017644414,1,1,0,1,1,年付,0,信用卡,0
CU0933,18,97.36699574954947,1752.6059234918905,1,1,0,0,0,月付,0,银行转账,0
CU0934,6,80.85194431402822,485.11166588416927,0,1,0,0,0,月付,1,电子支票,1
CU0935,21,43.36229536768427,910.6082027213696,0,0,1,1,0,两年付,1,银行转账,0
CU0936,40,110.8616996023046,4434.4679840921835,0,1,0,1,1,两年付,1,信用卡,1
CU0937,19,99.5261806524099,1890.997432395788,1,1,1,1,0,月付,0,信用卡,0
CU0938,41,99.82285223661141,4092.7369417010677,1,1,0,0,0,月付,0,银行转账,1
CU0939,17,27.64104277933525,469.89772724869925,0,0,0,1,1,年付,0,电子支票,0
CU0940,54,46.720201574373725,2522.890885016181,1,0,1,0,0,月付,0,信用卡,0
CU0941,57,94.31373454202168,5375.882868895235,1,0,1,0,0,月付,0,信用卡,1
CU0942,22,57.641006801159484,1268.1021496255087,0,1,1,0,0,两年付,1,电子支票,0
CU0943,42,114.9000773602689,4825.803249131293,0,0,0,1,0,月付,1,银行转账,0
CU0944,5,67.29523910335078,336.47619551675393,0,1,1,0,0,两年付,1,电子支票,0
CU0945,4,69.66349390077467,278.6539756030987,0,1,1,1,0,年付,1,邮寄支票,0
CU0946,64,68.38786000103403,4376.823040066178,0,0,0,1,1,月付,1,电子支票,0
CU0947,55,65.90785965601751,3624.932281080963,1,1,0,1,1,月付,0,信用卡,0
CU0948,28,75.74491539195597,2120.8576309747673,0,0,0,1,1,两年付,1,邮寄支票,0
CU0949,20,27.436328476078856,548.7265695215772,0,0,0,0,0,年付,0,银行转账,1
CU0950,57,84.56830212452954,4820.393221098184,0,1,0,1,1,两年付,0,电子支票,1
CU0951,4,119.62474106418328,478.49896425673313,1,0,0,1,0,月付,1,信用卡,0
CU0952,40,36.672244108059196,1466.889764322368,0,1,0,1,1,月付,1,邮寄支票,0
CU0953,5,97.35364306815617,486.7682153407809,1,1,1,0,0,年付,0,信用卡,0
CU0954,37,20.34337124411391,752.7047360322147,1,1,1,0,1,两年付,0,信用卡,0
CU0955,60,86.39507695100336,5183.704617060202,1,1,1,0,0,月付,0,信用卡,1
CU0956,65,73.60295172138754,4784.19186189019,1,0,1,1,1,两年付,1,电子支票,0
CU0957,16,85.47239320054862,1367.558291208778,1,1,0,0,0,两年付,0,邮寄支票,1
CU0958,55,27.283429444503533,1500.5886194476943,0,1,1,0,0,月付,0,信用卡,1
CU0959,62,82.75545269351403,5130.83806699787,1,1,0,1,1,月付,0,信用卡,0
CU0960,26,88.77086463600057,2308.042480536015,0,1,0,0,0,两年付,0,邮寄支票,0
CU0961,48,46.51801855536246,2232.864890657398,1,1,0,0,0,月付,1,邮寄支票,1
CU0962,47,42.43647720564963,1994.5144286655327,1,0,1,0,0,两年付,0,邮寄支票,0
CU0963,13,45.74771781919311,594.7203316495105,0,1,1,1,0,年付,1,邮寄支票,0
CU0964,38,104.3300201858605,3964.540767062699,0,1,1,0,1,两年付,0,邮寄支票,0
CU0965,44,78.21487388950024,3441.4544511380104,1,0,0,1,1,月付,1,信用卡,0
CU0966,33,102.01511925080092,3366.4989352764305,1,1,1,0,1,月付,1,信用卡,1
CU0967,26,30.295189523119763,787.6749276011138,1,0,0,0,0,两年付,0,电子支票,0
CU0968,31,45.84587480294387,1421.22211889126,0,1,1,0,0,月付,0,邮寄支票,1
CU0969,16,35.92826830819342,574.8522929310947,0,1,1,0,1,月付,0,电子支票,1
CU0970,69,98.45637279107156,6793.489722583938,1,0,1,0,1,月付,1,银行转账,0
CU0971,12,38.04585964444786,456.5503157333743,0,1,1,0,0,两年付,1,信用卡,0
CU0972,5,39.28911207113403,196.44556035567012,1,1,1,1,0,两年付,1,信用卡,0
CU0973,43,22.362687889423277,961.595579245201,1,1,0,1,0,年付,1,银行转账,1
CU0974,52,72.21557510510044,3755.209905465223,1,0,1,0,0,年付,0,银行转账,0
CU0975,16,100.2409199272698,1603.8547188363168,0,0,1,0,1,两年付,0,邮寄支票,0
CU0976,42,50.37966087299726,2115.9457566658853,1,1,0,0,1,两年付,0,邮寄支票,0
CU0977,34,71.02381200120803,2414.809608041073,1,0,0,0,0,月付,1,邮寄支票,0
CU0978,24,73.96240299517831,1775.0976718842794,1,0,1,1,0,年付,1,电子支票,0
CU0979,23,45.4844275997113,1046.14183479336,0,1,0,0,1,两年付,1,邮寄支票,0
CU0980,63,28.405741480829967,1789.561713292288,0,1,1,0,1,月付,0,电子支票,1
CU0981,33,44.137963378193646,1456.5527914803904,1,0,0,1,1,年付,1,信用卡,1
CU0982,56,119.72712971122478,6704.719263828588,0,0,1,1,0,两年付,0,邮寄支票,0
CU0983,2,69.48964282329854,138.97928564659708,1,0,0,1,0,月付,1,邮寄支票,0
CU0984,33,93.44201131736675,3083.586373473103,1,0,0,0,1,月付,0,电子支票,0
CU0985,41,30.089765486366442,1233.6803849410242,0,1,0,1,1,两年付,1,信用卡,1
CU0986,63,74.20289253425696,4674.782229658189,0,0,1,0,1,年付,1,信用卡,1
CU0987,10,59.49518912207949,594.9518912207949,1,1,1,0,0,两年付,0,信用卡,0
CU0988,64,69.12148419857132,4423.774988708565,1,1,0,1,0,两年付,1,银行转账,1
CU0989,40,118.11247509846686,4724.499003938674,1,1,0,0,1,月付,1,银行转账,1
CU0990,54,95.61001477026863,5162.940797594506,0,1,0,0,1,月付,0,信用卡,1
CU0991,53,101.44047550271006,5376.345201643633,1,0,1,0,1,月付,0,银行转账,1
CU0992,63,48.24747188971233,3039.5907290518767,0,1,0,0,0,年付,1,电子支票,0
CU0993,70,63.24444768369244,4427.1113378584705,1,0,1,1,0,年付,1,信用卡,1
CU0994,42,56.00339212899406,2352.1424694177504,0,0,0,0,1,两年付,1,信用卡,0
CU0995,53,63.65836618759174,3373.893407942362,1,0,1,1,1,年付,1,银行转账,0
CU0996,64,79.12734476880459,5064.150065203494,1,0,1,0,0,年付,0,电子支票,0
CU0997,70,62.143350980288396,4350.034568620188,1,1,1,1,1,两年付,1,信用卡,0
CU0998,68,113.52614781103861,7719.778051150625,0,1,0,0,1,月付,0,电子支票,1
CU0999,12,31.32831847460185,375.93982169522224,1,0,1,0,1,两年付,0,信用卡,0
CU1000,1,93.62571061169352,93.62571061169352,1,1,1,1,0,两年付,1,银行转账,0
CU1001,70,62.53078633305686,4377.15504331398,1,0,1,0,0,两年付,0,电子支票,0
CU1002,15,98.89823604397267,1483.47354065959,1,1,1,0,1,两年付,0,信用卡,0
CU1003,19,112.21219974961606,2132.0317952427054,0,1,0,0,1,两年付,0,银行转账,0
CU1004,37,31.65813331037553,1171.3509324838947,0,1,0,1,0,两年付,0,邮寄支票,0
CU1005,59,109.8877843323911,6483.379275611075,0,0,1,1,0,年付,1,邮寄支票,0
CU1006,52,52.00879487025096,2704.45733325305,0,0,1,0,1,月付,0,邮寄支票,1
CU1007,61,44.073693975553944,2688.4953325087904,0,1,0,1,1,月付,1,电子支票,0
CU1008,43,48.51842846133002,2086.2924238371907,1,0,1,0,0,年付,1,邮寄支票,0
CU1009,36,23.037118086787004,829.3362511243322,0,0,0,1,1,两年付,0,银行转账,0
CU1010,69,37.680158936814095,2599.9309666401728,0,0,0,1,0,月付,1,银行转账,0
CU1011,27,47.327222822139404,1277.835016197764,1,1,0,0,0,两年付,0,银行转账,0
CU1012,64,114.079064452874,7301.060124983936,1,1,1,0,1,月付,0,银行转账,0
CU1013,33,60.873928333881835,2008.8396350181006,0,1,1,0,1,两年付,1,邮寄支票,0
CU1014,45,71.77779256029177,3230.0006652131297,1,1,0,1,0,两年付,1,电子支票,0
CU1015,59,27.063033715136555,1596.7189891930568,0,0,0,1,1,月付,1,银行转账,0
CU1016,29,78.30689565845758,2270.89997409527,1,1,1,1,1,月付,0,信用卡,0
CU1017,60,53.55751069940328,3213.4506419641966,1,0,1,1,0,年付,0,银行转账,0
CU1018,5,104.21496783042326,521.0748391521163,0,1,0,0,1,月付,0,银行转账,1
CU1019,48,55.49654624999231,2663.834219999631,1,1,1,1,1,年付,0,信用卡,0
CU1020,30,87.38582586991039,2621.5747760973118,0,0,0,1,1,年付,0,信用卡,0
CU1021,23,80.33219541282199,1847.6404944949059,1,1,0,1,0,年付,1,信用卡,0
CU1022,32,116.51513971923032,3728.48447101537,0,0,0,0,1,两年付,1,邮寄支票,0
CU1023,30,114.90514795855528,3447.1544387566582,1,1,0,1,0,两年付,1,电子支票,0
CU1024,58,106.37644868584208,6169.834023778841,1,0,1,0,1,月付,0,电子支票,0
CU1025,71,86.49146778472492,6140.89421271547,1,0,1,1,1,月付,1,银行转账,1
CU1026,65,26.943420458794247,1751.322329821626,0,0,1,1,0,月付,0,电子支票,0
CU1027,50,65.11090673145071,3255.5453365725357,1,1,1,1,1,两年付,1,信用卡,0
CU1028,64,111.65425255129306,7145.8721632827555,0,1,1,1,1,两年付,0,信用卡,1
CU1029,16,64.30143289926032,1028.8229263881651,1,1,0,0,1,年付,1,电子支票,0
CU1030,19,95.54254322353741,1815.3083212472106,1,0,1,0,1,年付,0,信用卡,0
CU1031,17,53.46894102103134,908.9719973575328,0,1,1,0,0,年付,0,电子支票,0
CU1032,62,110.03364107797121,6822.085746834215,1,1,0,1,0,年付,1,邮寄支票,0
CU1033,50,35.53241557446032,1776.6207787230162,1,0,1,0,1,两年付,0,信用卡,0
CU1034,58,58.30779608893159,3381.852173158032,0,0,1,0,1,年付,1,银行转账,0
CU1035,2,101.89927821444854,203.7985564288971,0,1,1,1,0,年付,1,电子支票,0
CU1036,14,38.75782076639221,542.6094907294909,0,0,0,0,0,月付,1,电子支票,0
CU1037,41,71.66521564891264,2938.273841605418,0,0,0,0,0,年付,1,信用卡,0
CU1038,25,51.29884922896345,1282.4712307240861,1,0,0,0,0,两年付,0,电子支票,0
CU1039,50,39.22899435147204,1961.449717573602,1,0,0,1,1,月付,0,邮寄支票,0
CU1040,46,36.67961622399861,1687.2623463039358,0,0,1,0,1,年付,0,邮寄支票,0
CU1041,62,32.670942967687836,2025.598463996646,1,1,0,1,0,两年付,1,邮寄支票,0
CU1042,15,71.62767330631483,1074.4150995947225,1,0,1,0,1,两年付,1,信用卡,0
CU1043,37,103.1185104522447,3815.384886733054,0,1,1,0,0,两年付,1,电子支票,0
CU1044,23,109.02473731072,2507.56895814656,0,1,0,1,0,年付,0,银行转账,0
CU1045,29,46.55426464754499,1350.0736747788046,1,1,0,1,1,年付,0,银行转账,1
CU1046,27,63.72012305082657,1720.4433223723174,1,1,0,1,0,两年付,1,信用卡,1
CU1047,26,111.54120043094477,2900.071211204564,1,1,0,1,0,月付,1,信用卡,1
CU1048,62,45.37862016398658,2813.474450167168,0,1,1,0,0,年付,0,银行转账,0
CU1049,56,112.05118815953006,6274.866536933683,1,1,0,1,0,月付,1,银行转账,1
CU1050,49,45.92860951129869,2250.5018660536357,0,0,0,0,0,年付,0,信用卡,0
CU1051,22,48.51300366071984,1067.2860805358364,0,0,1,1,1,年付,0,信用卡,1
CU1052,38,57.45159772006771,2183.160713362573,0,0,1,1,0,两年付,0,邮寄支票,0
CU1053,70,57.58441843503822,4030.9092904526756,1,0,1,1,1,年付,1,电子支票,0
CU1054,16,39.865726863771606,637.8516298203457,1,1,0,0,1,两年付,0,电子支票,1
CU1055,30,113.6964649929625,3410.893949788875,0,0,1,0,0,年付,0,信用卡,0
CU1056,14,93.7075403141601,1311.9055643982415,1,1,0,0,0,年付,1,信用卡,0
