用户ID,订单ID,订单日期,订单金额,支付方式,配送方式
U01424,O969535,2022-04-13,47.53480307292609,花呗,自提
U01424,O629146,2022-05-08,48.3553304126225,银行卡,同城配送
U01424,O954572,2022-06-03,136.5464356169299,微信,同城配送
U01424,O446380,2022-07-10,81.21401603463177,支付宝,自提
U01424,O780667,2022-07-17,62.05178574700748,花呗,自提
U01425,O777555,2022-02-06,151.26184208278,支付宝,快递
U01425,O133290,2022-02-20,55.14934745604651,支付宝,快递
U01425,O516109,2022-04-14,18.86211665296926,微信,同城配送
U01425,O845790,2022-04-22,262.9194016742836,支付宝,快递
U01425,O607157,2022-06-06,76.92123370539512,花呗,同城配送
U01425,O115533,2022-06-08,29.61639819493897,银行卡,快递
U01426,O417096,2022-01-23,79.30844147428026,微信,快递
U01426,O681517,2022-03-12,136.29770711688872,支付宝,快递
U01426,O309406,2022-04-25,94.02306200548185,微信,同城配送
U01426,O434388,2022-06-05,10.147032442157654,微信,同城配送
U01426,O116487,2022-06-21,82.01704990723863,微信,自提
U01426,O522381,2022-08-02,23.580580996403384,银行卡,同城配送
U01426,O957530,2022-08-14,62.49806776139261,微信,快递
U01426,O361652,2022-08-18,10.0,花呗,快递
U01427,O663867,2022-02-01,66.49989440109681,微信,快递
U01427,O725991,2022-03-08,81.8523210806937,支付宝,同城配送
U01427,O654178,2022-04-18,10.0,银行卡,快递
U01427,O175458,2022-06-11,12.070856105558024,微信,自提
U01427,O389439,2022-08-08,137.87613942227983,支付宝,同城配送
U01427,O607536,2022-08-17,18.546096945843946,微信,自提
U01427,O608231,2022-09-08,18.27900630165785,支付宝,自提
U01427,O948423,2022-09-24,65.14604551361711,微信,自提
U01427,O707966,2022-10-04,74.17991219180865,微信,快递
U01427,O806478,2022-11-18,53.18480428706394,花呗,自提
U01427,O112910,2022-12-19,153.85784691583072,花呗,快递
U01428,O347128,2022-02-02,25.696740711136602,花呗,自提
U01429,O162499,2022-01-04,51.2589852172385,银行卡,自提
U01429,O139713,2022-01-19,100.6021994072802,支付宝,自提
U01429,O784742,2022-03-19,31.616421106340116,支付宝,快递
U01429,O426043,2022-05-03,78.53615561523392,花呗,同城配送
U01429,O770142,2022-06-09,67.41182720088696,支付宝,快递
U01430,O453255,2022-02-24,245.93418354248496,微信,同城配送
U01430,O919798,2022-03-01,10.71578435805989,支付宝,自提
U01430,O772371,2022-03-05,126.06494593628368,微信,快递
U01430,O453737,2022-03-22,48.06576136818284,微信,自提
U01430,O231462,2022-04-24,84.19904243554465,微信,快递
U01430,O655080,2022-05-16,26.650074255380552,银行卡,快递
U01431,O181145,2022-02-02,57.74769282876755,银行卡,自提
U01431,O985367,2022-02-26,32.95107446968963,花呗,同城配送
U01431,O118519,2022-03-26,30.354357744303933,花呗,快递
U01431,O843541,2022-04-06,75.84037389548745,微信,快递
U01431,O691744,2022-04-27,103.76896968773596,花呗,同城配送
U01432,O471005,2022-02-10,33.09020393530398,支付宝,自提
U01432,O656767,2022-04-03,145.47475833181304,花呗,自提
U01432,O492344,2022-05-01,185.5165987104415,微信,同城配送
U01432,O324839,2022-06-11,21.065759955193688,花呗,同城配送
U01433,O197457,2022-01-11,89.24334489926021,花呗,同城配送
U01433,O948847,2022-02-18,10.0,支付宝,快递
U01433,O405041,2022-03-12,84.28037550414602,微信,自提
U01433,O337015,2022-03-24,24.87431135472528,花呗,快递
U01433,O156535,2022-05-19,23.73355188134773,花呗,快递
U01434,O394202,2022-02-17,190.24608975848966,支付宝,同城配送
U01434,O118759,2022-03-30,358.5857112864735,支付宝,同城配送
U01434,O110498,2022-04-06,20.00967573842206,支付宝,快递
U01435,O154577,2022-01-23,51.902921540855004,银行卡,同城配送
U01435,O797263,2022-03-13,49.29480083593823,花呗,快递
U01435,O517127,2022-04-08,29.3646686390154,微信,自提
U01435,O107625,2022-05-25,81.3958401106377,支付宝,同城配送
U01436,O398367,2022-01-05,118.7078007204723,花呗,自提
U01436,O638617,2022-01-24,52.11336561883144,银行卡,同城配送
U01437,O570688,2022-02-13,243.79896295900335,支付宝,快递
U01437,O342259,2022-02-19,48.92148873101501,支付宝,自提
U01437,O339507,2022-03-24,48.61478284887417,微信,自提
U01437,O282569,2022-03-28,66.27936011824303,支付宝,同城配送
U01437,O922786,2022-04-22,25.511535905479505,支付宝,快递
U01437,O241750,2022-04-27,52.69129166520302,花呗,同城配送
U01437,O811984,2022-06-22,33.78510075305152,支付宝,自提
U01438,O368353,2022-01-07,356.92407312429424,微信,快递
U01438,O411128,2022-01-19,101.35510727163447,支付宝,同城配送
U01438,O817157,2022-01-24,59.540875461580924,银行卡,自提
U01438,O908300,2022-01-26,74.67581873641534,银行卡,自提
U01438,O346126,2022-02-07,39.73888962034242,微信,同城配送
U01439,O663090,2022-01-11,42.62977690584796,花呗,自提
U01439,O478543,2022-02-19,115.90857142474353,银行卡,自提
U01439,O672604,2022-03-29,214.6609948730432,微信,快递
U01439,O598652,2022-04-01,46.386249030003846,支付宝,同城配送
U01439,O382692,2022-05-11,19.980961391669677,花呗,快递
U01439,O519203,2022-07-02,35.62937308120095,花呗,同城配送
U01439,O976438,2022-08-02,206.4541199673455,支付宝,自提
U01439,O983184,2022-09-02,77.6488497862997,银行卡,自提
U01439,O769542,2022-10-05,29.8478974014218,银行卡,同城配送
U01440,O117897,2022-01-07,147.83613823312908,银行卡,自提
U01440,O670587,2022-03-07,120.64833834675538,支付宝,同城配送
U01440,O616777,2022-03-27,37.87273961185698,银行卡,快递
U01440,O114272,2022-05-08,58.66238820077969,花呗,同城配送
U01441,O587350,2022-01-30,29.252549687558645,微信,同城配送
U01441,O709282,2022-02-02,36.967292103135634,微信,同城配送
U01441,O297431,2022-02-04,80.71695975697385,微信,自提
U01441,O927896,2022-03-15,69.30972639916087,支付宝,快递
U01442,O760759,2022-01-30,201.0371788171843,微信,快递
U01442,O903088,2022-02-20,40.88927214814845,银行卡,同城配送
U01442,O840937,2022-03-07,61.45800324416785,微信,自提
U01442,O302318,2022-03-30,25.775062214965764,支付宝,快递
U01443,O215334,2022-01-05,70.5340772314482,银行卡,同城配送
U01443,O541047,2022-01-29,158.12447778138608,花呗,自提
U01443,O119279,2022-02-07,14.777321810934536,微信,快递
U01443,O187447,2022-04-06,66.7121266249199,银行卡,自提
U01443,O132499,2022-05-20,195.54701747658095,微信,同城配送
U01443,O810072,2022-05-29,27.293479912738576,支付宝,快递
U01444,O442754,2022-02-03,108.38049197127444,支付宝,快递
U01444,O990458,2022-03-13,16.850397142642617,花呗,快递
U01444,O282608,2022-04-28,23.364192491727465,花呗,快递
U01444,O819926,2022-05-06,27.432647479486146,支付宝,快递
U01444,O506573,2022-05-21,65.58117692735871,银行卡,快递
U01444,O897476,2022-06-21,45.21362453173596,花呗,自提
U01445,O978580,2022-02-22,133.43505479398763,支付宝,快递
U01445,O222653,2022-03-25,14.02195626182987,花呗,快递
U01445,O407059,2022-03-29,72.96489439526242,微信,同城配送
U01445,O263749,2022-05-21,10.0,支付宝,快递
U01445,O108180,2022-06-15,160.50439178325155,微信,自提
U01445,O189878,2022-07-11,14.103326242609098,花呗,快递
U01446,O731311,2022-01-05,49.95295164089134,银行卡,自提
U01446,O587703,2022-01-18,17.02838324819225,银行卡,快递
U01446,O450695,2022-02-04,49.18441269872908,微信,同城配送
U01446,O798223,2022-02-11,12.727908222253244,银行卡,快递
U01446,O680994,2022-03-14,10.97943879348191,微信,同城配送
U01446,O844228,2022-05-01,57.98353276728426,微信,快递
U01447,O982382,2022-01-03,256.37626649279315,银行卡,自提
U01447,O908822,2022-02-01,100.44834678077298,花呗,快递
U01447,O768663,2022-03-07,52.98374159966806,银行卡,快递
U01447,O941554,2022-03-11,41.88542840467089,花呗,快递
U01447,O482522,2022-05-05,218.7103017755126,银行卡,快递
U01447,O594762,2022-06-29,29.206744689917226,花呗,快递
U01447,O479071,2022-08-20,27.13118556068753,支付宝,自提
U01448,O214742,2022-03-01,10.0,支付宝,同城配送
U01448,O129497,2022-04-03,15.432402937867689,支付宝,同城配送
U01448,O294741,2022-05-01,29.267488805876628,花呗,自提
U01448,O202566,2022-06-24,75.38912500663682,微信,自提
U01449,O534334,2022-01-03,57.59771610804879,银行卡,同城配送
U01449,O543999,2022-02-12,82.73508399397119,微信,快递
U01449,O409175,2022-02-13,49.93058106116223,支付宝,快递
U01449,O484127,2022-02-18,101.04229450722772,花呗,自提
U01449,O565352,2022-03-30,55.30989855595189,银行卡,快递
U01450,O796561,2022-02-05,17.064144516699443,银行卡,同城配送
U01450,O145974,2022-03-06,24.553680919047785,银行卡,自提
U01450,O189600,2022-04-05,16.725987392513296,花呗,自提
U01450,O300952,2022-04-24,504.91627888587226,支付宝,快递
U01450,O848006,2022-05-27,187.32995786791804,花呗,同城配送
U01450,O754358,2022-06-22,10.0,花呗,同城配送
U01451,O930870,2022-01-13,35.246421488685584,银行卡,快递
U01451,O512892,2022-02-25,57.49855682700256,微信,自提
U01451,O652519,2022-02-26,215.83017410487224,花呗,同城配送
U01451,O754779,2022-03-07,34.588845603820374,微信,自提
U01451,O955293,2022-04-28,370.6555064843695,支付宝,快递
U01451,O600538,2022-05-19,68.71497075487217,微信,自提
U01451,O218830,2022-07-15,80.8145023766149,微信,快递
U01452,O370593,2022-02-03,169.6686468253689,支付宝,同城配送
U01452,O375874,2022-03-23,65.33218224732403,微信,快递
U01452,O406983,2022-04-04,28.70035837699065,银行卡,自提
U01452,O420186,2022-04-16,65.43557735997314,花呗,自提
U01452,O327366,2022-06-04,13.667515190854223,微信,同城配送
U01452,O313795,2022-06-08,38.26431312658365,花呗,快递
U01452,O877070,2022-06-16,10.0,花呗,同城配送
U01452,O376507,2022-07-12,46.68042356595059,微信,同城配送
U01452,O100572,2022-07-15,10.0,花呗,自提
U01452,O726116,2022-08-01,62.068317360302544,银行卡,自提
U01453,O432901,2022-02-28,128.90587920551687,微信,同城配送
U01453,O468976,2022-04-24,120.01884961860009,花呗,同城配送
U01453,O953950,2022-04-26,10.0,微信,快递
U01453,O366512,2022-06-22,10.0,微信,快递
U01454,O781080,2022-02-01,57.217419622874274,微信,自提
U01454,O522908,2022-03-01,90.02775926584111,微信,自提
U01454,O130332,2022-04-18,10.0,花呗,快递
U01454,O316317,2022-05-24,31.333546206304852,微信,快递
U01455,O208557,2022-02-14,186.43767927096587,支付宝,自提
U01455,O323574,2022-04-08,133.35613670288134,支付宝,快递
U01455,O796953,2022-04-29,39.96148645655692,微信,自提
U01455,O270218,2022-05-05,439.29057968074994,微信,快递
U01456,O433343,2022-01-04,103.16686512567786,花呗,同城配送
U01456,O499172,2022-01-27,58.64336195901683,银行卡,自提
U01456,O372135,2022-03-18,38.06283210441351,微信,快递
U01456,O166743,2022-03-23,29.918215092005447,微信,同城配送
U01456,O912220,2022-03-29,22.12984967585453,银行卡,自提
U01456,O997358,2022-05-16,60.760120706733304,支付宝,自提
U01457,O857908,2022-01-27,19.10692399788929,微信,同城配送
U01457,O558948,2022-03-23,77.85557869589479,支付宝,自提
U01457,O178769,2022-03-27,96.83701451173327,微信,自提
U01458,O393768,2022-01-15,481.9385236425436,支付宝,自提
U01458,O899331,2022-02-19,33.11267916009546,支付宝,自提
U01458,O792891,2022-03-06,142.8188884695396,微信,快递
U01458,O365791,2022-04-23,117.11745378116886,花呗,自提
U01458,O405808,2022-06-07,22.48311889189441,花呗,自提
U01458,O251512,2022-06-19,42.25512865916251,银行卡,同城配送
U01459,O252940,2022-01-05,121.2107537688148,支付宝,快递
U01459,O983906,2022-01-26,57.87644783003608,微信,同城配送
U01459,O546094,2022-03-13,116.80140407835916,银行卡,快递
U01459,O878403,2022-04-16,10.0,微信,快递
U01459,O543263,2022-05-21,46.98931494887485,银行卡,自提
U01460,O157476,2022-02-06,196.89454128683437,支付宝,同城配送
U01460,O945879,2022-02-20,70.57920498271821,银行卡,快递
U01460,O758415,2022-04-07,67.32050672047178,银行卡,同城配送
U01460,O256036,2022-05-20,302.45352981393347,支付宝,自提
U01460,O822935,2022-05-27,25.236577329496516,花呗,自提
U01461,O434078,2022-02-24,131.7924573186912,支付宝,快递
U01461,O986572,2022-04-16,83.72535648318062,花呗,自提
U01461,O545317,2022-05-06,159.99121525758545,银行卡,自提
U01461,O297472,2022-06-12,101.68151219338247,支付宝,快递
U01461,O554196,2022-08-04,15.216290246425068,银行卡,同城配送
U01461,O931007,2022-08-26,16.12855326230386,银行卡,快递
U01461,O551043,2022-10-09,37.45589039293934,微信,自提
U01461,O776933,2022-11-28,318.1083559696515,银行卡,快递
U01462,O200797,2022-02-24,18.43862057006031,支付宝,自提
U01462,O784997,2022-04-23,98.57846395674095,微信,快递
U01462,O773039,2022-06-17,228.49463902838917,银行卡,同城配送
U01462,O545950,2022-07-16,211.45880108825796,支付宝,同城配送
U01462,O210295,2022-08-10,16.564842896995952,微信,自提
U01462,O669714,2022-09-29,113.63525393736982,微信,同城配送
U01463,O607018,2022-01-07,461.9317994846778,花呗,同城配送
U01463,O976201,2022-01-21,25.974533519189524,银行卡,自提
U01463,O884011,2022-03-15,10.0,花呗,快递
U01463,O216890,2022-04-29,62.43997730846312,支付宝,快递
U01463,O387613,2022-05-31,59.06402711710585,微信,同城配送
U01464,O806404,2022-01-02,17.9838484287118,银行卡,同城配送
U01464,O391829,2022-01-03,60.205276325680934,银行卡,自提
U01464,O421327,2022-02-02,95.8938897965548,花呗,快递
U01464,O349684,2022-02-26,33.945999146807445,银行卡,同城配送
U01464,O333723,2022-04-09,84.27554528734342,银行卡,同城配送
U01465,O970087,2022-01-16,26.07417857731369,花呗,快递
U01465,O553004,2022-02-06,19.55336951518529,花呗,快递
U01465,O198334,2022-03-08,89.44187044785215,花呗,同城配送
U01465,O909254,2022-04-02,22.188218694798426,银行卡,快递
U01465,O976715,2022-04-12,29.0094397598031,银行卡,快递
U01465,O180219,2022-04-30,122.60803093517657,花呗,自提
U01465,O151151,2022-06-23,11.95975869675652,银行卡,快递
U01465,O933788,2022-07-06,166.58390253362884,支付宝,自提
U01465,O119441,2022-07-12,75.53153158160879,微信,同城配送
U01466,O221189,2022-02-28,53.94811345382276,银行卡,同城配送
U01466,O517153,2022-03-04,24.93182223965295,花呗,自提
U01466,O775559,2022-04-17,58.286602082482425,微信,同城配送
U01466,O750278,2022-06-15,28.435967408336676,银行卡,快递
U01466,O692088,2022-07-28,125.98763052959643,微信,自提
U01466,O859441,2022-08-02,96.7662024943142,银行卡,快递
U01466,O728058,2022-08-11,391.2280444112399,银行卡,自提
U01466,O698230,2022-09-05,44.37742589913149,支付宝,同城配送
U01466,O170695,2022-09-22,96.92726168072838,银行卡,自提
U01466,O865378,2022-10-31,49.167493852596714,支付宝,自提
U01467,O517564,2022-02-28,10.0,微信,自提
U01467,O315471,2022-03-25,35.812493746513745,支付宝,自提
U01467,O180703,2022-04-23,60.615884667036255,花呗,同城配送
U01467,O199456,2022-05-12,207.3844937161521,微信,同城配送
U01467,O463152,2022-06-22,93.87859768557566,银行卡,快递
U01467,O951965,2022-07-22,17.929236709792928,花呗,快递
U01467,O875603,2022-09-09,108.83104248003765,花呗,同城配送
U01467,O777464,2022-09-29,18.531840375389137,微信,同城配送
U01467,O658619,2022-10-31,39.86236545424301,微信,自提
U01467,O626702,2022-12-03,21.321058717837392,支付宝,快递
U01468,O899159,2022-01-06,33.38967015699766,微信,快递
U01468,O800178,2022-02-01,125.09097425228498,微信,自提
U01468,O710866,2022-03-23,29.39294798099779,银行卡,同城配送
U01468,O246322,2022-03-26,61.98081599236269,支付宝,快递
U01469,O319852,2022-02-06,237.76474933529659,支付宝,快递
U01469,O294381,2022-03-26,14.134329225410129,银行卡,自提
U01469,O609655,2022-05-16,60.4315097671782,花呗,快递
U01469,O463034,2022-05-27,29.14372810968405,微信,同城配送
U01469,O842857,2022-06-07,27.711812573106027,支付宝,同城配送
U01470,O992665,2022-02-14,99.76233294514489,银行卡,自提
U01470,O229275,2022-02-21,106.97645902202743,花呗,快递
U01470,O822538,2022-03-13,38.52183215512625,花呗,同城配送
U01470,O221768,2022-03-14,29.759599065340414,银行卡,快递
U01471,O298683,2022-02-11,83.85280080937208,银行卡,快递
U01471,O620937,2022-03-16,92.13080208767315,花呗,快递
U01472,O250967,2022-01-20,139.2420244163256,支付宝,自提
U01472,O782159,2022-01-26,17.00744113575025,花呗,快递
U01472,O833518,2022-02-01,59.24056135595805,花呗,自提
U01472,O288636,2022-02-17,33.5717344266464,微信,同城配送
U01472,O424553,2022-03-18,84.3095410637936,支付宝,快递
U01472,O738794,2022-04-30,65.79153695102504,银行卡,快递
U01473,O136371,2022-01-12,23.795685177081438,花呗,同城配送
U01473,O350043,2022-01-20,36.68617194172978,花呗,自提
U01473,O217370,2022-02-14,35.183487357788735,银行卡,同城配送
U01473,O632870,2022-03-25,319.80386496075386,花呗,快递
U01473,O747614,2022-05-09,76.34547565820135,银行卡,快递
U01473,O459010,2022-07-01,10.0,微信,同城配送
U01473,O445281,2022-07-03,349.1102355822477,支付宝,同城配送
U01474,O988054,2022-01-20,10.0,银行卡,快递
U01474,O772133,2022-02-20,209.73320587783857,微信,同城配送
U01474,O481824,2022-03-19,44.35293961784625,银行卡,同城配送
U01474,O989597,2022-04-19,58.99922322292859,花呗,自提
U01475,O737319,2022-01-11,271.3795615462354,支付宝,自提
U01475,O409731,2022-01-13,107.60922949583323,支付宝,自提
U01475,O321098,2022-03-08,52.05898517613134,花呗,同城配送
U01475,O465151,2022-03-25,60.52490404105819,花呗,快递
U01475,O333336,2022-05-12,10.0,微信,自提
U01475,O814096,2022-06-09,1227.8404723919912,微信,快递
U01475,O711314,2022-08-07,91.41101925578629,支付宝,快递
U01475,O350980,2022-08-30,109.5518687427083,银行卡,快递
U01476,O206931,2022-01-24,25.96182707647039,微信,快递
U01476,O787449,2022-01-29,535.8346407648193,支付宝,快递
U01476,O212097,2022-03-25,39.18188870620762,微信,自提
U01476,O444114,2022-05-08,22.067000777505296,支付宝,自提
U01476,O902101,2022-05-22,81.65375761729385,微信,快递
U01476,O372770,2022-06-26,37.062679534141274,花呗,同城配送
U01477,O392468,2022-01-08,26.241523564595926,银行卡,同城配送
U01477,O867243,2022-02-06,39.260875758511105,微信,快递
U01477,O321385,2022-04-03,56.76832967723542,支付宝,同城配送
U01477,O232227,2022-04-27,16.461976901699167,支付宝,快递
U01477,O997688,2022-05-04,261.95743570128633,支付宝,快递
U01477,O684807,2022-05-29,265.62850245685377,花呗,快递
U01477,O649162,2022-06-06,116.12185632987067,银行卡,同城配送
U01477,O944449,2022-07-31,75.43958127229094,花呗,快递
U01478,O905448,2022-01-03,231.1343592791787,银行卡,快递
U01478,O713172,2022-02-10,76.94459677243611,微信,快递
U01478,O603356,2022-03-06,45.197824791474645,微信,同城配送
U01478,O470418,2022-03-24,15.669405550295807,花呗,同城配送
U01478,O315064,2022-04-13,117.06543318642714,花呗,同城配送
U01478,O277687,2022-05-22,44.51176444162966,微信,快递
U01479,O217027,2022-01-08,39.09505058345556,花呗,同城配送
U01479,O680799,2022-02-20,171.7617602413405,支付宝,快递
U01479,O494038,2022-02-22,54.61994052009515,微信,同城配送
U01479,O106840,2022-04-12,10.0,支付宝,自提
U01479,O170890,2022-05-28,10.0,银行卡,快递
U01479,O754935,2022-07-19,187.41985413251405,支付宝,快递
U01480,O570956,2022-02-20,76.11165580289203,银行卡,自提
U01480,O849070,2022-03-20,67.07866605107196,支付宝,同城配送
U01480,O103264,2022-04-02,770.3995528508776,支付宝,自提
U01480,O768938,2022-04-22,162.44219385841708,银行卡,同城配送
U01480,O558931,2022-04-29,431.81521473192504,支付宝,同城配送
U01480,O229290,2022-06-16,18.253701475222762,微信,快递
U01480,O931490,2022-08-13,119.46967598859811,支付宝,自提
U01481,O164172,2022-02-26,197.93419607540932,银行卡,同城配送
U01481,O379532,2022-03-09,29.689629181314647,花呗,快递
U01481,O421072,2022-04-03,147.50612970363323,银行卡,自提
U01481,O423576,2022-05-09,343.0431264745617,微信,自提
U01481,O997918,2022-06-07,32.33174123239557,花呗,快递
U01481,O116268,2022-07-08,29.1347590067369,银行卡,快递
U01482,O473373,2022-02-28,15.632160438015218,银行卡,同城配送
U01482,O632367,2022-03-04,20.944445998914983,支付宝,快递
U01482,O376615,2022-04-02,262.1780528352774,微信,同城配送
U01482,O230357,2022-04-23,165.07323066853832,微信,同城配送
U01483,O682385,2022-02-24,14.729060614090583,支付宝,同城配送
U01483,O783576,2022-03-25,258.30787568187174,支付宝,同城配送
U01483,O437653,2022-04-08,17.54763587224872,微信,快递
U01483,O864579,2022-04-20,10.355507139885212,银行卡,自提
U01483,O604621,2022-06-08,70.73595736823978,支付宝,自提
U01484,O640483,2022-02-17,10.96079632098765,花呗,同城配送
U01484,O471307,2022-02-25,84.90183126902197,支付宝,自提
U01484,O173558,2022-04-06,64.11936113421751,银行卡,自提
U01484,O907555,2022-04-26,205.47534435731268,银行卡,快递
U01484,O436726,2022-05-24,296.63566404790333,支付宝,快递
U01485,O879621,2022-02-08,10.632819045038518,微信,自提
U01485,O909296,2022-03-14,60.39654800975204,微信,自提
U01485,O530928,2022-05-01,29.302773200316388,花呗,同城配送
U01485,O617386,2022-05-07,20.127652756358884,微信,同城配送
U01485,O794682,2022-06-24,153.73841328675087,花呗,快递
U01485,O902737,2022-07-18,22.209836832891487,支付宝,快递
U01485,O204720,2022-08-26,19.65121619845206,微信,同城配送
U01486,O551673,2022-02-11,178.73469043637203,微信,快递
U01486,O718956,2022-02-28,15.459306544351305,银行卡,自提
U01486,O879682,2022-04-22,42.66096143041139,支付宝,快递
U01486,O723871,2022-06-12,146.10985833745275,支付宝,自提
U01486,O315546,2022-07-20,38.898395338098375,微信,快递
U01486,O368051,2022-08-21,29.723517592215977,微信,快递
U01486,O611354,2022-10-01,22.206815409496258,花呗,同城配送
U01487,O180922,2022-02-05,22.78189746243,花呗,快递
U01487,O911552,2022-02-08,31.21594066931033,支付宝,自提
U01487,O700033,2022-02-13,20.984049332581815,支付宝,快递
U01487,O534287,2022-04-02,43.03665462318991,微信,同城配送
U01487,O708918,2022-05-29,29.434294270909312,支付宝,快递
U01487,O115275,2022-06-19,39.04708176642293,银行卡,自提
U01487,O642491,2022-06-28,20.93745196130008,支付宝,快递
U01487,O599979,2022-08-11,26.931155481978823,支付宝,快递
U01488,O510154,2022-01-27,10.0,支付宝,自提
U01488,O570565,2022-03-21,80.98058342770227,银行卡,快递
U01488,O413056,2022-05-12,52.806413985983575,花呗,同城配送
U01488,O383132,2022-07-02,193.4977227808535,花呗,快递
U01488,O254592,2022-07-20,92.24087119533202,银行卡,自提
U01488,O163564,2022-08-30,287.37378279967163,花呗,自提
U01488,O975013,2022-10-25,56.923268378129926,支付宝,同城配送
U01488,O792658,2022-11-10,71.85796412701785,微信,自提
U01488,O851309,2022-11-19,70.3927563659143,支付宝,自提
U01489,O946272,2022-02-23,66.07740279642715,花呗,同城配送
U01489,O766617,2022-03-30,45.97465263134237,微信,快递
U01489,O125405,2022-05-14,17.269800334445392,花呗,快递
U01489,O884374,2022-05-25,10.0,微信,同城配送
U01489,O462370,2022-06-11,45.95303036250382,花呗,同城配送
U01489,O952181,2022-08-01,188.05106497105166,微信,快递
U01489,O429018,2022-08-10,45.42926378162184,银行卡,快递
U01490,O663200,2022-02-13,582.079218624098,微信,同城配送
U01490,O733854,2022-02-23,28.484262347104586,花呗,同城配送
U01490,O939628,2022-03-26,38.91925953378112,银行卡,自提
U01490,O437466,2022-05-02,134.39839867461336,花呗,自提
U01491,O838243,2022-01-10,228.56219716585608,花呗,同城配送
U01491,O830881,2022-02-04,151.8314280076657,微信,同城配送
U01491,O568988,2022-02-28,26.00252601417748,银行卡,自提
U01491,O294458,2022-03-08,45.037356168606685,微信,自提
U01491,O372944,2022-04-23,79.40165116648343,微信,同城配送
U01491,O479126,2022-05-11,86.53966334044443,微信,自提
U01492,O824049,2022-02-17,21.269402480677652,银行卡,自提
U01492,O607872,2022-04-04,13.364331772587056,银行卡,快递
U01492,O691372,2022-05-13,27.19801288099258,支付宝,快递
U01493,O222728,2022-01-14,138.80579930036703,花呗,同城配送
U01493,O622625,2022-02-09,21.634917218552296,银行卡,同城配送
U01493,O872089,2022-03-22,37.799789920327214,支付宝,快递
U01493,O125204,2022-05-18,85.96116273799691,微信,快递
U01493,O370002,2022-06-11,73.14301284234013,微信,自提
U01494,O134885,2022-02-07,17.016641429704727,银行卡,同城配送
U01494,O759707,2022-03-01,239.75059751912676,微信,自提
U01494,O760685,2022-03-05,18.008563782886952,花呗,快递
U01494,O698643,2022-03-15,100.94887541904593,微信,自提
U01494,O921483,2022-03-30,285.8340326041826,银行卡,自提
U01495,O476806,2022-01-18,655.9579794604081,银行卡,同城配送
U01495,O369885,2022-02-16,43.81427218682861,微信,快递
U01495,O114209,2022-03-26,81.11161308038727,微信,自提
U01495,O139227,2022-05-17,218.78289889529853,微信,自提
U01495,O847855,2022-05-28,34.69490150650307,花呗,自提
U01495,O990508,2022-07-15,48.15722501312261,银行卡,自提
U01495,O753546,2022-08-24,17.19662680711752,花呗,自提
U01496,O654091,2022-02-27,10.0,支付宝,自提
U01496,O867344,2022-04-16,49.43251400229634,花呗,自提
U01496,O278673,2022-05-27,57.12652590191441,银行卡,自提
U01496,O119846,2022-06-02,17.001646536319647,银行卡,同城配送
U01496,O709182,2022-06-03,116.92743527603331,支付宝,自提
U01497,O515566,2022-02-08,189.98826969641513,花呗,快递
U01497,O431618,2022-02-11,61.03747412726074,花呗,自提
U01497,O163458,2022-03-02,49.50648800102376,微信,快递
U01497,O656106,2022-03-04,52.06431390841255,微信,同城配送
U01497,O593368,2022-03-24,65.88425808920296,银行卡,同城配送
U01497,O182963,2022-04-26,50.657986380295,微信,同城配送
U01498,O217550,2022-02-01,209.7286829042602,支付宝,同城配送
U01498,O211953,2022-02-25,26.37393812665348,花呗,自提
U01498,O285475,2022-02-26,53.95709904151936,银行卡,快递
U01498,O683923,2022-04-19,22.450704098080923,微信,自提
U01499,O693645,2022-01-04,26.71713430349839,银行卡,同城配送
U01499,O123588,2022-02-16,58.533879923177416,银行卡,快递
U01500,O214136,2022-02-25,54.55442280682745,银行卡,快递
U01500,O560526,2022-04-03,66.053076519834,微信,自提
U01500,O369193,2022-04-21,47.424454930928505,微信,同城配送
U01501,O553863,2022-02-23,190.86206121777505,银行卡,自提
U01501,O943006,2022-03-06,27.603070688201193,花呗,同城配送
U01501,O793427,2022-04-24,69.95479986768248,花呗,快递
U01501,O958320,2022-05-25,37.8200605062672,微信,同城配送
U01501,O141806,2022-06-06,142.10249297501804,支付宝,快递
U01502,O834620,2022-02-15,178.15687734550656,支付宝,快递
U01502,O712303,2022-03-05,48.829417806017034,花呗,自提
U01503,O594728,2022-02-14,66.25638728145252,微信,快递
U01503,O479816,2022-03-13,51.71579074849716,银行卡,自提
U01503,O204480,2022-03-21,83.87608337410663,花呗,同城配送
U01503,O366316,2022-03-27,90.7874182783075,银行卡,自提
U01503,O498169,2022-04-09,31.377977918825092,花呗,自提
U01503,O483226,2022-06-07,72.06385041198494,支付宝,自提
U01503,O816370,2022-07-22,48.38590322553661,银行卡,快递
U01503,O796544,2022-07-23,81.57421256966748,支付宝,快递
U01503,O633188,2022-07-27,12.78131003241473,微信,快递
U01504,O997765,2022-01-06,60.63312217110071,支付宝,自提
U01504,O763449,2022-01-15,21.374678129693965,支付宝,自提
U01504,O882112,2022-03-02,34.93625459886036,银行卡,自提
U01505,O846985,2022-01-30,14.543577102907824,支付宝,同城配送
U01505,O579784,2022-03-13,97.31441599276353,银行卡,同城配送
U01505,O196801,2022-05-03,48.77402642241904,银行卡,自提
U01505,O656031,2022-05-19,10.0,银行卡,快递
U01505,O105207,2022-05-31,17.383489303317035,银行卡,自提
